UID	English Text V2	Character	CharMood	
FTAurelie5_10	Si todavía quieres, ¡será un placer!	Aurelie	Neutral	
FTAurelie6_01	Por favor, sigue con tu historia.	Flora	Neutral	
FTAurelie6_02	Bien. Al día siguiente del 14 de julio, la noticia corrió como la pólvora. El propietario del hipódromo había perdido sus caballos. Un conductor, que había bebido demasiado, se había estrellado contra la puerta de su prado y los caballos habían escapado. 	Aurelie	Neutral	
FTAurelie6_03	La búsqueda ya estaba en marcha y el propietario estaba desesperado. Estaba convencido de que ya estaban a kilómetros de distancia y de que no los volvería a ver. 	Aurelie	Neutral	
FTAurelie6_04	Tuve una idea totalmente descabellada. Aunque me arriesgara a hacer el ridículo, anuncié al propietario que intentaría encontrar sus caballos. Él creía que habían desaparecido en un bosque vecino y que probablemente todavía estaban allí, tratando de encontrar el camino de vuelta a los establos. 	Aurelie	Neutral	
FTAurelie6_05	Al principio de la tarde, fui y me puse al borde del bosque y empecé a tocar mi violín. La gente que pasaba por allí pensaba que estaba completamente loca. No me importaba. No sé cuánto tiempo estuve tocando, pero ya era bien entrada la tarde cuando oí el ruido de los cascos. 	Aurelie	Neutral	
FTAurelie6_06	Y uno a uno, los caballos salieron del bosque y se detuvieron frente a mí durante un rato, antes de seguir su camino hacia el establo.	Aurelie	Neutral	
FTAurelie6_07	El propietario estaba muy contento y me ofreció una recompensa. Me negué a aceptar el dinero que me ofrecía y le sugerí que a cambio me diera clases gratis en su escuela. Aceptó inmediatamente. 	Aurelie	Neutral	
FTAurelie6_08	Y así es como después de muchos meses de intenso entrenamiento, me encuentro aquí. 	Aurelie	Neutral	
FTAurelie6_09	Realmente es una historia increíble, un verdadero cuento de hadas.	Flora	Neutral	
FTAurelie6_10	Y así es como ocurrió realmente. Siempre me he preguntado si los caballos lo hicieron a propósito, pero ¿cómo responder a esa pregunta? Pero es gracias a ellos que hoy estoy aquí. 	Aurelie	Neutral	
FTAurelie6_11	Ha sido una historia maravillosa. Muestra lo sensible que eres y cómo los caballos lo entienden. Tu lugar está definitivamente aquí en la academia. 	Flora	Neutral	
FTAurelie6_12	Como todos aquí, me parece.	Aurelie	Neutral	
FTAurelie6_13	Ese es el final de mi aventura. Pero estoy seguro de que los demás también tienen grandes historias que contar. 	Aurelie	Neutral	
FTMiguel1_01	Hola, ¿puedo molestarte unos minutos?	Flora	Neutral	
FTMiguel1_02	¿A quién? ¿A mí? No me molestas...	Miguel	Neutral	
FTMiguel1_03	Genial. Me encantaría saber más sobre ti...	Flora	Neutral	
FTMiguel1_04	Es que hablar de mí... me molesta.	Miguel	Neutral	
FTMiguel1_05	¡Pero si acabas de decir que no te molestaba!	Flora	Neutral	
FTMiguel1_06	¿Acabo... acabo... de decir eso?	Miguel	Neutral	
FTMiguel1_07	Escucha lo que haremos es esto: Dejaré que te organices y cuando podamos tener una conversación normal, me pondré en contacto...	Flora	Neutral	
FTMiguel1_08	Eh... Si quieres... No me molesta...	Miguel	Neutral	
FTMiguel1_09	Este puede no ser tan sencillo como los otros...	Flora	Neutral	
FTMiguel2_01	Así que Miguel, ¿listo para charlar?	Flora	Neutral	
FTMiguel2_02	Eh... sí, por qué no. ¿Charlar sobre qué?	Miguel	Neutral	
FTMiguel2_03	No lo sé. Tal vez podríamos hablar de geografía rusa. Eso podría ser divertido. 	Flora	Neutral	
FTMiguel2_04	No lo sé. No soy muy bueno en cuanto a las prisas. 	Miguel	Neutral	
FTMiguel2_05	Miguel, estaba bromeando. ¡Quiero saber más sobre ti, eso es todo!	Flora	Neutral	
FTMiguel2_06	Oh, claro, sí, buena idea. 	Miguel	Neutral	
FTMiguel2_07	¿Cómo es que terminaste en esta Academia?	Flora	Neutral	
FTMiguel2_08	Bueno... podría llevar algún tiempo.	Miguel	Neutral	
FTMiguel2_09	Eso es bueno, porque es hora del tiempo libre, y el tiempo libre significa: el tiempo está libre. 	Flora	Neutral	
FTMiguel2_10	Sí, pero no me siento cómodo hablando de mí mismo. 	Miguel	Neutral	
FTMiguel2_11	Lo estás haciendo bien hasta ahora... Por favor, continúa...	Flora	Neutral	
FTMiguel2_12	Vengo de Canadá, concretamente cerca de Vancouver.	Miguel	Neutral	
FTMiguel2_13	Es extraño, porque tu nombre de pila...	Flora	Neutral	
FTMiguel2_14	Sí, mi nombre de pila suena un poco a español, aunque hoy en día no signifique nada. Pero, sí, tienes razón. Mi padre es español. Era veterinario en Barcelona. Se peleó con un empresario que le quitó la mitad de su fortuna. Así que dejó el país para abrir una consulta en Canadá. No tengo ningún recuerdo de Barcelona. Era demasiado joven en esa época. 	Miguel	Neutral	
FTMiguel2_15	¿Tu padre era veterinario? ¡Eso es fantástico!	Flora	Neutral	
FTMiguel2_16	Sí, mi padre era un buen hombre en ese momento. Y crecí rodeado de animales. Su consulta trataba con todo tipo, perros y serpientes, arañas y simios.	Miguel	Neutral	
FTMiguel2_17	Me encantan las serpientes. Pueden dar miedo, pero me fascinan. ¿No te apetecía hacer como tu padre y convertirte en veterinario? 	Flora	Neutral	
FTMiguel2_18	A decir verdad. No se me da muy bien la ciencia. Es demasiado concreta y realista para mí. La poesía y la escritura, eso es lo que me gusta. 	Miguel	Neutral	
FTMiguel2_19	¿Y cómo llegaste a montar a caballo?	Flora	Neutral	
FTMiguel2_20	Llegó bastante tarde. Algo malo sucedió pero no me siento preparado para contarlo todavía.	Miguel	Neutral	
FTMiguel2_21	Supongo que volveré en otro momento. Hasta luego.	Flora	Neutral	
FTMiguel3_01	¿Estás listo para contarme el resto de tu historia?	Flora	Neutral	
FTMiguel3_02	Sí, aunque no me enorgullece.	Miguel	Neutral	
FTMiguel3_03	¿Qué quieres decir?	Flora	Neutral	
FTMiguel3_04	Como ya he dicho: la equitación fue una vocación que me llegó tarde. Eso no significa que no me volvieran loco los caballos cuando era pequeño. 	Miguel	Neutral	
FTMiguel3_05	A menudo he oído decir que los caballos son la mayor conquista del hombre. Y es cierto cuando eres un niño, los caballos son realmente impresionantes, tan grandes y tan fuertes. Mi padre tenía a menudo caballos que cuidar y me encantaba ir con él a las granjas para verlos correr por los prados, o descansar en los establos. 	Miguel	Neutral	
FTMiguel3_06	No pensaba en montar a caballo. Sólo el hecho de verlos o alimentarlos era suficiente para llenar mi corazón de alegría. Eso era todo lo que contaba. Fue una época mágica en mi vida. Mi madre, mi padre y yo éramos muy felices. Fue alrededor de los catorce años cuando todo se volvió loco. 	Miguel	Neutral	
FTMiguel3_07	¿Qué pasó?	Flora	Neutral	
FTMiguel3_08	El empresario que había despojado a mi padre de la mitad de su fortuna abrió una fábrica en Vancouver. La fábrica empezó a verter contaminantes químicos en el río, matando a los peces.	Miguel	Neutral	
FTMiguel3_09	Mi padre no tenía ni idea de a quién pertenecía la fábrica, pero fue muy activo en la campaña para cerrarla. Organizó manifestaciones y peticiones. Los medios de comunicación se hicieron eco de la campaña y pronto todo el mundo habló de ella. 	Miguel	Neutral	
FTMiguel3_10	Lo que tenía que pasar, tenía que pasar. El empresario barcelonés descubrió que mi padre intentaba cerrar la fábrica y decidió hacérselo pagar al cien por cien.	Miguel	Neutral	
FTMiguel3_11	¿Qué le hizo ese hombre a tu padre?	Flora	Neutral	
FTMiguel3_12	Prefiero no hablar de ello por ahora. Es bastante doloroso recordar todo eso. Espero que lo entiendas. 	Miguel	Neutral	
FTMiguel3_13	Por supuesto, no quiero forzarte. Pero si alguna vez necesitas a alguien con quien hablar, estoy dispuesta a escucharte. 	Flora	Neutral	
FTMiguel3_14	Es muy amable por tu parte, gracias.	Miguel	Neutral	
FTMiguel4_01	¿Estás preparado para continuar tu historia, Miguel?	Flora	Neutral	
FTMiguel4_02	Me has escuchado hasta ahora y por eso no voy a ofenderte con mi silencio. De todos modos, nada de esto fue culpa mía. 	Miguel	Neutral	
FTMiguel4_03	El empresario que la tenía tomada con mi padre no sólo había decidido vengarse, sino también destruir su vida. Y fue a por todas. 	Miguel	Neutral	
FTMiguel4_04	Montó todo un engaño para hacer creer a mi madre que mi padre ya no la quería. Imitó la letra de mi padre, pagó a falsos testigos y utilizó otros trucos para convencer a mi mamá de que mi padre se había enamorado de otra mujer y que quería dejarla. 	Miguel	Neutral	
FTMiguel4_05	Mi madre era una mujer orgullosa y decidió separarse, dejando a mi padre solo, sin ninguna explicación. 	Miguel	Neutral	
FTMiguel4_06	Hay que ser un verdadero miserable para hacer un truco así...	Flora	Neutral	
FTMiguel4_07	El hombre era un verdadero monstruo. Y todo venía de la historia antigua de Barcelona. 	Miguel	Neutral	
FTMiguel4_08	¿Qué pasó en Barcelona?	Flora	Neutral	
FTMiguel4_09	Mi padre y el empresario fueron buenos amigos en el pasado. Mi padre y él pasaban mucho tiempo juntos. El empresario tenía un hijo y quería que su hijo se uniera a su negocio cuando fuera mayor. 	Miguel	Neutral	
FTMiguel4_10	Pero cuando el hijo conoció a mi padre, su pasión por los animales se impuso. Dejó de ocuparse del negocio de su padre y quiso ser veterinario. El empresario había perdido el control sobre su propio hijo y culpaba a mi padre. 	Miguel	Neutral	
FTMiguel4_11	Pero pasar de ahí a romper el matrimonio, ¡es una locura!	Flora	Neutral	
FTMiguel4_12	Creo que el odio le carcomía por dentro y no tenía ni idea de las consecuencias de sus actos. La situación fue de mal en peor. 	Miguel	Neutral	
FTMiguel4_13	¿Y cómo es eso?	Flora	Neutral	
FTMiguel4_14	¿Podemos hablar de ello en otro momento? Quiero contarte la historia, pero no de inmediato.	Miguel	Neutral	
FTMiguel4_15	Como quieras. Volveré.	Flora	Neutral	
FTMiguel5_01	¿Te sientes preparado para contarme el resto de tu historia?	Flora	Neutral	
FTMiguel5_02	Sí, toda la historia. Mi padre se quedó solo conmigo y se volvió malhumorado e irritable, nunca violento, sólo triste y amargado.	Miguel	Neutral	
FTMiguel5_03	No tenía ni idea de qué hacer para mejorar las cosas y la marcha de mi madre me había dejado de lado. Lo único que podía hacer era escapar y me refugié en la literatura. Leí un libro tras otro, esperando que cada día mi padre se calmara. 	Miguel	Neutral	
FTMiguel5_04	Dejó de ir a trabajar y el dinero empezó a escasear. Las deudas se acumularon y se vio obligado a cerrar su consulta. Sin salida, tuvo que pasar a la ilegalidad.	Miguel	Neutral	
FTMiguel5_05	¿Qué es lo que hizo?	Flora	Neutral	
FTMiguel5_06	¿Has oído hablar alguna vez de las hormonas de sustitución?	Miguel	Neutral	
FTMiguel5_07	No puedo decir que lo haya hecho.	Flora	Neutral	
FTMiguel5_08	Es un tratamiento farmacéutico contra el envejecimiento. 	Miguel	Neutral	
FTMiguel5_09	No veo la relación.	Flora	Neutral	
FTMiguel5_10	El principal componente de las hormonas es el estrógeno, que se extrae de la orina de yeguas preñadas, conocidas como yeguas donantes de orina. 	Miguel	Neutral	
FTMiguel5_11	En mi región natal, esta práctica está prohibida. Lo peor es lo que ocurre con los potros nacidos de las yeguas de cría. La mayoría de ellos son enviados directamente al matadero. 	Miguel	Neutral	
FTMiguel5_12	¡Esto es horrible! ¿Cómo puede alguien hacer algo así?	Flora	Neutral	
FTMiguel5_13	Estoy de acuerdo. Sin embargo, mi padre se vio envuelto en una red de tráfico. Vendía los potros y se quedaba con las ganancias. Se convirtió en el tipo de hombre de negocios que había arruinado su vida. 	Miguel	Neutral	
FTMiguel5_14	Fue en ese momento cuando sufrí un gran cambio. 	Miguel	Neutral	
FTMiguel5_15	¿Qué hiciste?	Flora	Neutral	
FTMiguel5_16	Te lo diré más tarde...	Miguel	Neutral	
FTMiguel6_01	¿Volviste para escuchar mi historia? Temía que estuvieras decepcionada de mí, viendo lo que hizo mi padre. 	Miguel	Neutral	
FTMiguel6_02	Miguel, no tienes nada de qué avergonzarte. Nunca jamás te haré responsable de las acciones de tu padre. Por favor, continúa con tu relato.	Flora	Neutral	
FTMiguel6_03	Cuando descubrí que el hombre que se había pasado la vida protegiendo a los animales los enviaba a su ejecución, perdí la cordura y localicé una granja de cría con la que trataba mi padre. 	Miguel	Neutral	
FTMiguel6_04	En mitad de la noche, irrumpí en la granja, abrí todas las puertas e hice que todas las yeguas escaparan por las llanuras. 	Miguel	Neutral	
FTMiguel6_05	No tenía ni idea de lo que estaba haciendo. Tal vez los estaba enviando a la muerte, tal vez estaba mal. Pero tenía que hacer algo, cambiar algo. No podía quedarme sentado sin hacer nada ante esta atrocidad. 	Miguel	Neutral	
FTMiguel6_06	Nunca volví a la casa de mi padre. Lo pensé mucho y decidí que, para compensar los errores del pasado, tenía que dedicar mi vida a los caballos. 	Miguel	Neutral	
FTMiguel6_07	Así que me uní a una granja y me convertí en ayudante de un criador, un buen hombre que me enseñó todo lo que sé hoy. 	Miguel	Neutral	
FTMiguel6_08	Gané varios concursos locales y Harry se fijó en mí y me ofreció entrar en la Academia Sycamore.	Miguel	Neutral	
FTMiguel6_09	Pero en el fondo de mi corazón sigo sintiendo una gran tristeza y rabia hacia mi padre. La poesía me ayudó mucho durante este periodo. Me aportó una sensación de equilibrio y serenidad en medio de la decepción...	Miguel	Neutral	
FTMiguel6_10	Eres un hombre muy bueno, Miguel. No te castigues porque tu padre se equivocó. Has elegido tu propio camino, el correcto. Te mereces plenamente lo que estás viviendo ahora. 	Flora	Neutral	
FTMiguel6_11	Gracias. Hablar contigo me ha hecho mucho bien. Ha pasado mucho tiempo desde que abrí mi corazón a alguien. Siento que realmente puedo confiar en ti.	Miguel	Neutral	
FTMiguel6_12	Yo también confío en ti, Miguel.	Flora	Neutral	
FTMiguel6_13	Este es el final de mi historia. Espero que no te hayas sorprendido demasiado. 	Miguel	Neutral	
FTMiguel6_14	Ha sido duro, pero hace falta más que eso para derribarme. Teniendo en cuenta lo que has pasado y lo que ha sido de ti, estoy orgullosa de ti. 	Flora	Neutral	
FTDaniela1_01	Hola, supongo que debes ser Daniela. Vienes de la Academia de Alsacia, ¿no?	Flora	Neutral	
FTDaniela1_02	Yo digo, que tú debes ser la que tiene la neurona por aquí. ¿Siempre eres tan brillante o sólo tratas de impresionarme? 	Daniela	Neutral	
FTDaniela1_03	¿Quién te crees que eres? ¿Probamos con otro tono, Señorita? 	Flora	Neutral	
FTDaniela1_04	Mmmm...	Daniela	Neutral	
FTDaniela2_01	Bien, intentemos el contacto una vez más. Pero esta vez sin los fuegos artificiales.	Flora	Neutral	
FTDaniela2_02	No veo ningún problema. "Conoce a tu enemigo" es lo que siempre me han dicho; bastante útil también. 	Daniela	Neutral	
FTDaniela2_03	¿Es posible una conversación normal contigo?	Flora	Neutral	
FTDaniela2_04	Podríamos intentarlo...	Daniela	Neutral	
FTDaniela2_05	¡Amiga! ¡Vengo en son de paz! Sólo quiero conocerte.	Flora	Neutral	
FTDaniela2_06	Te lo advierto ahora mismo. No voy a contar NADA sobre mis métodos de entrenamiento.	Daniela	Neutral	
FTDaniela2_07	¿Estás obsesionada o qué? ¡Sólo quiero hablar!	Flora	Neutral	
FTDaniela2_08	Lo que quieras...	Daniela	Neutral	
FTDaniela2_09	Creo que me estoy volviendo loca...	Flora	Neutral	
FTDaniela3_01	Bien, empecemos de nuevo, ¿qué te parece? 	Flora	Neutral	
FTDaniela3_02	Me apunto. Podría ser divertido. ¿Qué quieres saber? 	Daniela	Neutral	
FTDaniela3_03	¿Qué tal para empezar, cómo llegaste a montar a caballo?	Flora	Neutral	
FTDaniela3_04	Llevo montando a caballo desde que era muy pequeña. Tuve la suerte de ser adoptada por un campeón holandés, y también estoy orgullosa de ello. Me enseñó todo lo que sabía y en mi decimoquinto cumpleaños, el viejo palo me dijo: "Ahora sigues por tu cuenta."	Daniela	Neutral	
FTDaniela3_05	Pero seguía teniendo la sensación de que tenía que esforzarme al máximo. 	Daniela	Neutral	
FTDaniela3_06	Mi padre adoptivo creía en mí y yo quería ser mejor que él. Había oído hablar de un profesor increíble que podía llevarme más lejos. 	Daniela	Neutral	
FTDaniela3_07	Así es como acabé haciendo un entrenamiento especial en una academia estadounidense. 	Daniela	Neutral	
FTDaniela3_08	La profesora se llamaba Wendy Summers, una idiota de pueblo y no se equivocó. Se pasaba todo el tiempo insistiendo en la comunicación con el caballo, en la comprensión de sus necesidades, en la creación de vínculos en cuatro patas y bla, bla, bla, bla. 	Daniela	Neutral	
FTDaniela3_09	Era más aburrida que el agua y pronto me di cuenta de que no tenía nada que aprender de ella. 	Daniela	Neutral	
FTDaniela3_10	Pero la comunicación con tu caballo es inestimable.	Flora	Neutral	
FTDaniela3_11	Lo único que necesita saber un caballo es: quién manda. Lo demás son tonterías. Si he ganado tantas competiciones es porque mi caballo obedece y sé cuándo sacar el azúcar. 	Daniela	Neutral	
FTDaniela3_12	Con esa mentalidad, diría que falta algo esencial entre tú y tu caballo. 	Flora	Neutral	
FTDaniela3_13	Una idea pintoresca. Si alguna vez me ayuda a ganar algo, me pondré en contacto contigo.	Daniela	Neutral	
FTDaniela3_14	¿Qué hacías en la academia estadounidense si estás tan en contra de la instrucción?	Flora	Neutral	
FTDaniela3_15	¿Crees que tengo todo el día para charlar? Ya hablaremos en otro momento; tengo mejores cosas que hacer con mi tiempo que saltar por el carril de la memoria. 	Daniela	Neutral	
FTDaniela3_16	No estoy segura de querer escuchar su historia hasta el final. 	Flora	Neutral	
FTDaniela4_01	¿Vuelves a por más? Admítelo, mi carrera te fascina. 	Daniela	Neutral	
FTDaniela4_02	Todavía estás en la academia. Yo no llamaría a eso una carrera.	Flora	Neutral	
FTDaniela4_03	Sí, pero está todo planeado para mí, ves. Pronto seré una gran campeona, recuerda mis palabras. 	Daniela	Neutral	
FTDaniela4_04	Lo que sea. Entonces, ¿la academia estadounidense? ¿Qué pasa con ella?	Flora	Neutral	
FTDaniela4_05	Como he dicho: terrible. Ni siquiera valía la pena el billete de avión. Volví a Holanda muy decepcionada y le pregunté a mi padre adoptivo si tenía algún plan mejor. Entonces tuvo la brillante idea de enviarme a otra academia. 	Daniela	Neutral	
FTDaniela4_06	¿La academia de Alsacia?	Flora	Neutral	
FTDaniela4_07	No. Primero pasé por la Academia Cherry Tree en China.	Daniela	Neutral	
FTDaniela4_08	¿Guau? ¿Te entrenaste en la Cherry Tree? Se supone que son los mejores. Nunca han sido derrotados. 	Flora	Neutral	
FTDaniela4_09	Porque no siempre compiten y cuando no compiten, Alsacia arrasa, sobre todo en los últimos años con el cambio de director. 	Daniela	Neutral	
FTDaniela4_10	¿Cómo era la Cherry Tree?	Flora	Neutral	
FTDaniela4_11	Horrorosa. No me quedé.	Daniela	Neutral	
FTDaniela4_12	Pero, es lo mejor que hay. No lo entiendo.	Flora	Neutral	
FTDaniela4_13	A decir verdad, la tonta directora decidió que yo no estaba a su nivel. 	Daniela	Neutral	
FTDaniela4_14	Y veo que tu orgullo resistió el revés.	Flora	Neutral	
FTDaniela4_15	Para alguien tan dotada como yo, el orgullo no es un problema. Llámalo: clarividencia. 	Daniela	Neutral	
FTDaniela4_16	Pero no iba a rendirme sólo porque una boba no supiera detectar el talento cuando se le ríe en la cara. Así que me apunté a otra academia, una capaz de detectar mi potencial. 	Daniela	Neutral	
FTDaniela4_17	¿Otra academia? ¿Cuál?	Flora	Neutral	
FTDaniela4_18	Te lo diré en otro momento, si me lo pides amablemente. Me gusta cuando la gente ruega.	Daniela	Neutral	
FTDaniela4_19	Has elegido a la chica equivocada...	Flora	Neutral	
FTDaniela5_01	¿Puedes hablarme de la siguiente academia a la que fuiste?	Flora	Neutral	
FTDaniela5_02	¿La Academia Palm? Eso es lo que yo llamo una academia. Los alumnos eran adictos al entrenamiento, concentrados en una sola cosa: el trabajo duro y sólido. Lo admito, incluso yo aprendí uno o dos trucos allí. 	Daniela	Neutral	
FTDaniela5_03	Es una broma, espero. La academia marroquí es una de las más famosas. Y el entorno es increíble. Me encantaría visitarla algún día. 	Flora	Neutral	
FTDaniela5_04	Si crees que tendrás tiempo de ver la puesta de sol, entonces sueña. Resistencia y tenacidad, eso es lo que te enseñan allí. Cualidades esenciales para una campeona. 	Daniela	Neutral	
FTDaniela5_05	¿Por qué no te quedaste?	Flora	Neutral	
FTDaniela5_06	Progresé demasiado rápido. Después de varios meses, ya no tenía a nadie a quien vencer. Si me hubiera quedado en Marruecos, supongo que me habría dormido en los laureles. 	Daniela	Neutral	
FTDaniela5_07	¿Por eso decidiste trasladarte a Alsacia?	Flora	Neutral	
FTDaniela5_08	Eso no es exactamente lo que pasó. Te lo diré la próxima vez. 	Daniela	Neutral	
FTDaniela6_01	Entonces, Daniela, ¿cómo diste el salto de Marruecos a Alsacia? 	Flora	Neutral	
FTDaniela6_02	Cuál es la palabra mágica...	Daniela	Neutral	
FTDaniela6_03	Oh, cielos, POR FAVOR....	Flora	Neutral	
FTDaniela6_04	Ya que insistes. Ya había ganado varios concursos para Marruecos y la directora se dio cuenta de que no había nada más que enseñarme. 	Daniela	Neutral	
FTDaniela6_05	Me recomendó otra academia, más a mi nivel. Una academia muy famosa que ya la había vencido en el pasado: la Academia Sycamore.	Daniela	Neutral	
FTDaniela6_06	¿Qué? ¿Ibas a venir aquí, a la Academia Sycamore? ¡Increíble!	Flora	Neutral	
FTDaniela6_07	Así es. Por sorprendente que parezca, era mi primer destino. Mis maletas estaban hechas y yo estaba lista para partir. Lo que ocurrió después fue fruto de la pura fortuna. 	Daniela	Neutral	
FTDaniela6_08	¿Qué quieres decir?	Flora	Neutral	
FTDaniela6_09	Hace varios meses, estaba en el barco que me llevaba a Escocia, donde la Academia Sycamore seguía teniendo su base en ese momento. Un joven encantador se puso a hablar conmigo en cubierta y me preguntó por qué estaba leyendo un manual de entrenamiento. Le expliqué mi situación y me dijo que, por pura casualidad, él también trabajaba en el mundo de la equitación. 	Daniela	Neutral	
FTDaniela6_10	Y, además, era el director de una academia prometedora, la Academia de Alsacia. Tras una larga conversación, consiguió convencerme de que me presentara a las prestigiosas pruebas de acceso de su centro, en lugar de perder el tiempo en un vertedero dirigido por un viejo inútil sin nada nuevo que decir. 	Daniela	Neutral	
FTDaniela6_11	¡El antiguo director no era un viejo inútil! Era un hombre distinguido que dedicó su vida a los caballos.	Flora	Neutral	
FTDaniela6_12	De todos modos, tenía curiosidad y decidí presentarme a las pruebas de acceso. El joven parecía conocer el significado de la victoria. 	Daniela	Neutral	
FTDaniela6_13	Y confieso, que nunca me ha decepcionado. Sus enseñanzas son las más instructivas que he recibido nunca y hace todo lo posible por ganar las competiciones. Nunca he tenido motivos para arrepentirme de mi decisión. 	Daniela	Neutral	
FTDaniela6_14	Sin embargo, es bastante divertido, podríamos haber estado en la misma clase. 	Flora	Neutral	
FTDaniela6_15	Fue hace varios meses. No estabas preparada para la vida de la academia. 	Daniela	Neutral	
FTDaniela6_16	¿Y después de Alsacia? ¿Algún plan?	Flora	Neutral	
FTDaniela6_17	La Academia de Alsacia no es más que un punto de paso. Mi gran objetivo es volver a la Cherry Tree y demostrar a la directora que mi lugar está ahí. 	Daniela	Neutral	
FTDaniela6_18	Entonces pretendo convertirme en la mejor del grupo y llevar por fin la corona de campeona definitiva.	Daniela	Neutral	
FTDaniela6_19	No te falta ambición, entonces. Gracias por hablar de todos modos. Ahora tengo una mejor imagen de tu personalidad. 	Flora	Neutral	
FTDaniela6_20	Sin ambición, eres cero. No hay ambición, no hay victoria.	Daniela	Neutral	
FTDaniela6_21	¿Esta conversación ha sido realmente interesante en algún sentido? 	Flora	Neutral	
FTDaniela6_22	Ve a perder el tiempo con tus compañeros de juego. Yo ya te he dado suficiente del mío. 	Daniela	Neutral	
FTDaniela6_23	Y siento que he desperdiciado años del míos.	Flora	Neutral	
